c0,c1,c2,c3,c4
2.7168587090227456,0.035360795986821625,-0.11676745079038853,-4.510831588875099,0.3603836675399533
-1.3515344898483945,0.21599220581112655,0.3007847562626023,-1.092294906659012,0.326864257708117
1.8793758707987496,-0.263603223183553,0.7533179816599223,4.788084198405852,-0.7030798578525925
0.4924354765475143,-0.733313336379268,-0.8174779040441066,3.092825131936018,-0.1752571252492332
-1.2783853879923561,-0.16395832158886023,0.9001070938568746,-2.3967461593992754,0.45896881324996536
-1.5457230361576995,-0.43052159858188027,0.5811048219919387,-2.8297263756446833,0.2725448553557904
1.4732190705897812,-0.02902831283676721,-1.05526060774365,-2.33748202446281,-0.6140944726695239
-0.9586522898768457,-0.11238067459502865,-0.3491105615246737,2.6448248188743126,1.2427172865078002
0.5259974769105775,-0.003954261519174773,0.9050985919958956,0.13219931550455338,-1.3132668048136182
1.7608179504549493,0.0956056017278144,-0.38800788936171215,0.2908807770160451,0.21006940804197693
-0.4450932267890604,-0.11716552922488477,-0.9234715999721871,-0.4787233218248626,-0.47906966894305153
-1.893878260595745,0.21108190234584145,-0.04204559768810834,0.15792134655160878,-0.37037269273530193
1.9082498755711566,-0.26535836411711,0.06304234051605062,2.1923395126532563,0.0980047661413852
-1.299711086304668,-0.0011092362666553779,0.4222679666716124,-0.6105167755545311,-0.6013210752076389
0.06140409702740035,0.27708256550354293,-0.9004654221588932,-0.8539378765651756,-0.27762976675322193
-1.5189634734578916,0.14664930857598346,0.32147426451297195,-0.7615650423990574,1.255160952740404
-1.8811286105784677,-0.16867197666937805,-0.1596645437763478,1.2005651854981712,-0.583759086710585
2.7082471393200027,-0.05590813749624868,0.2675205412639325,0.9116668852025173,0.40758411453347165
1.508902677138301,0.2235652095568057,-0.06546566825178313,0.3097222017230844,-0.3876209137157637
-1.0956970795765488,-0.3605713063666356,0.6938137919910693,0.9071904243837056,2.500463133472529
0.7073897342099094,-0.19890618614099953,-0.06332213291338956,-1.4316040353780224,0.15427164743516808
-0.8088579891802592,0.22705686182074625,-0.11273707542104933,-0.7501323536560534,-1.5917639674483244
-0.6974682166039882,0.17381783201626178,0.10001809910498605,-1.9896040444494918,-2.4450294361952647
1.283168154509549,-0.2725525941987754,0.5800522854913052,1.3411574986543169,1.6280329369466906
1.1058891939490891,-0.24697794007168608,0.6451780023234636,1.1139746693853703,-1.2897031323375532
-1.9012977807900968,-0.008244135598522995,0.0692678092510286,-1.3506342605584187,0.5904571881003078
-0.27254654489664265,-0.2358611885948443,0.665034630629433,-0.7436580639381375,0.6937975410157766
0.042390742700488815,-0.029393352411734245,0.6673643575343774,0.0130369982616515,-0.529601548838751
1.1043914408781714,-0.2328456613133907,-1.7414470521969436,1.1448302105242107,0.9330473603442836
0.9467537700244826,-0.014650947966805772,-0.7182970078659119,0.06304915869722749,0.14980615999946145
0.45487999475211405,-0.04069634134013578,0.6343470097690247,-0.4300529961803358,-1.3588783147955752
-0.9473665467381784,0.056156379504263665,-0.3574069530912852,0.24853162423436403,0.509110513740665
-0.3804514827035148,0.06519532567977726,1.1538479411191447,-2.08397020722385,-0.35086907122225575
0.23683321610711427,-0.07838246786301784,-0.7499802495652227,-1.0698304005483927,-1.103945928555894
0.4425057087285036,0.5561064368445994,-0.5580151249459202,1.6029871384342496,0.003409672207595804
1.319674961163751,-0.18035921392595133,-0.4158862596668154,0.6755269660176703,0.9558156719750389
-1.6158402391362099,-0.2968073103751918,-0.8112250434820786,0.6107115256853849,-0.7221233860158001
0.5035975272815558,-0.08273889702058934,0.7847542265731768,1.210745720437232,0.5294300787785755
-1.7935313602265153,0.2726864723276583,1.8473640101978188,-2.4669708567466078,1.2015491525609552
-1.6775724113897001,0.10499716965697115,0.0677011294486653,-1.445531535556206,-1.5445659067950355
1.4912102610087792,-0.32434562561288005,-2.1388482290782003,0.012779311729229248,0.0013147915217520678
0.6472735699268153,0.03294650596990811,0.18615430439198166,-0.6829814422181402,0.5609337511898991
-0.49530135369255124,0.05012164509016337,0.3499553399776355,-0.60871238833578,0.9971652565213728
-1.400771838147032,-0.27616173305536384,-0.12438222364607793,-1.122084753944365,-0.6742648567860473
-1.7720548060366974,0.1971074315707364,-0.12353867439617527,-0.19239923160486344,-3.4355206037522796
-1.7245663672403686,0.039846462589445464,1.1395436431758141,1.3890089888635773,-0.27267301478874595
2.9445554539377525,0.09497045148512595,-0.7844284687116789,2.061015196556352,1.8181072061670271
1.4154719966607734,0.129289381873535,0.17065562233390014,-2.061489428231232,-0.5198958037334281
-0.3218228438297106,-0.13089133872994108,-0.1045324730985916,4.331502977731369,-0.13646332180938736
-1.9053021979078337,-0.4804336356159882,0.3586466477935389,1.253340617719883,0.031378003637809515
1.9866521114221278,-0.0211057999233899,0.6425047683544745,-2.1848345995761815,0.5124427143306728
0.497440905991112,0.23794771053029629,-0.27940042618180005,-1.1318543452899235,-0.35171313650183045
-0.7242129022142473,-0.40909275352784796,-0.9094717723713488,1.0686099275840015,1.206257907941672
-1.6311412457100016,-0.1989246218476655,-0.06203028030768376,0.1608176072548152,-0.6029642587912953
1.1374589649921374,0.012401070335594122,0.7002968556916934,0.729970008436396,-0.018455400694606827
0.6829489311191946,0.19257194756565998,0.8348292531407028,1.5412253884061893,-0.8256200343765471
0.6619555506258634,0.4916768735514516,-0.6014875140617635,-1.2912874358394406,-0.8480072467279375
-0.31141414270972034,0.2581543732242939,-1.461712415189864,0.18852733882874523,0.6760810245570142
-2.4645873597962087,0.2583381924791701,1.825220319901316,-2.638009140156493,-0.25549040046781213
-0.7091198543488961,0.2679479826860649,-0.719789729876126,-0.4282213818364959,-1.1121893907542322
-0.826390913021334,0.034336947903413684,-1.551811471413903,1.7544845837249305,-1.1541409068492305
-2.8212081163674982,-0.0949025277665243,-1.2491488194018205,-0.026707175033880926,0.7884490909411922
1.3764995344522142,-0.02038489973761859,0.539043206324491,-0.2643222564258586,0.6044991100456281
0.5758315085093941,-0.2584330206639127,-0.1653373186283953,-0.5986961063435231,0.2183548616862223
0.5669999414573175,0.1637266953255707,1.249665507123663,2.3291513295663617,-0.00729876476937652
-0.557564363210056,-0.002600600704903533,-0.5101031145196129,-1.50190178712155,0.26382215557568034
1.900339426147644,-0.3904431660451373,-0.2974187488893964,-0.5288687394683135,2.245226741580803
4.4912363933548605,-0.2766276825951324,0.28090113936779865,1.309106267125473,-0.32253779572572316
-0.3387083216313564,-0.49542919787104767,0.13999985941819704,-1.6357380406191764,-1.2982800761369795
0.42527950505702616,0.2299313341213849,0.6142079142663248,0.917498082492481,-1.334723520984772
-2.2280329212248895,0.07788323203502556,-0.6657967011092933,-0.8913915450628566,0.021385922153266734
-1.2645630149643066,0.028196300711953004,-1.5880644180178596,-1.817862541169388,-0.8721426448762812
-0.432390119596495,-0.20053949412539063,0.10872810934063598,0.2844314965925806,0.5592611870342762
-0.8803419555551426,0.1535347972888288,0.7133519940742341,3.000394345894731,-1.354887243470354
-1.971054376873781,-0.622603739223289,0.7392792170312439,-0.6503011521729024,1.1299496495536283
1.177141530546991,0.017609429064924242,0.5144166683607528,-1.7720518632005535,0.4660743848261455
-0.09839051527774889,-0.320908133273476,0.6995574133363017,1.17357923006948,0.5358591020569765
2.0677886280115825,0.24156907655232554,-0.8910707086717532,1.5679322010030605,1.2221081149970792
-3.252226456486176,0.5082727346850529,-1.200492898880269,0.0012309006706209824,-0.18034894679896918
0.160920463158849,-0.08698559256601988,-0.40659967658162777,0.7186668852307276,-0.7997608151824213
-1.0147561039375022,0.08240156918333218,1.7475180584801722,0.8477133390693059,0.061722163097404296
0.8559544221874429,-0.340599483491697,-0.3753214271696449,-1.8280694376454942,-0.4846284924988537
2.5639030555761235,0.2392295127569819,-0.24773642167243018,0.09345527433680301,0.4514723333446805
-1.425056967516577,-0.3948224238620057,-0.13420040513230258,0.49157091680067677,-0.16099513861722337
1.5811967083231981,0.25870634365863787,-0.6495543550302318,0.8321433856429831,0.2640177350121783
2.202072367860751,-0.5286492518781643,0.7284862513793849,0.005224650812294229,0.0998348011669552
-1.0956265562481553,0.2086052219160459,-0.8509050406849852,-1.0124385456235503,-0.47110217353665557
1.1814067884233328,0.09783909676153413,0.18185593948794992,-2.123223836980261,0.01716027943297771
-1.393959889469915,0.5731408057377816,-0.6452958179770736,-1.781938154783442,-0.5088765061782435
