c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
613.2260977201827,374.48254023069916,73.25937329929295,65.03103549609804,375.3308820354025,221.12306237311734,408.1633408587425,881.0866578719764,708.5602000694176,577.6570303565878
366.3075008856075,680.6947885039114,403.67304276752947,434.31573448152517,381.10649971139185,449.9790026634343,592.0722756220506,-495.4014750933206,184.96154413860478,44.82090261154634
-393.46838886681803,-168.2074564788841,-44.49047441805567,-231.7507217330546,-218.17823171175314,-373.3972030645843,-500.1676960023121,105.35488303212514,-412.7600912802035,-268.81551680354534
72.5414807639395,139.69983284020773,-45.46517330028514,3.093960258177772,17.43776021695769,301.6136028279115,705.1640887605481,-18.487389335078205,152.1219436595923,272.2076549415862
989.1953459012894,409.0568487073263,296.09101096253636,273.0705884212218,350.80127258065096,450.5832125017579,510.3122244654085,840.852249327711,806.305952727603,716.0576220359096
-340.6330314159724,-250.4776615295889,-48.31841561819031,-239.13073542556623,-65.72121802046551,-468.15711279582723,-860.0953150367117,-285.02410814135754,-705.3863066677619,-563.4051430881804
-36.330092117302115,-324.3959216888777,-117.58432294391466,118.32998403608222,-152.06677057117696,-110.53316529601156,93.44002621282986,109.98735297299656,-211.2806117566924,215.9466971578247
132.3369453518915,557.8669037097645,-23.39820122795404,151.24377540099417,352.4899274210541,183.5452449258604,110.05518467965386,123.33714524902746,196.2181627363959,68.07318775003142
-178.66464299045435,-70.36136329392193,175.80972284593057,-19.208313618804958,-233.8692121538388,-2.5542887305200614,252.47141266797823,281.7428938215447,453.1654911576616,-134.22593420008144
580.246447596717,343.4681931787327,175.4787972651766,237.75033113528508,304.0693163534666,396.9226314365571,316.6786669965889,59.29662713713412,317.37588538869954,271.5530123269548
4.480921340366799,59.565862287162574,265.9770326826212,106.81898974831593,-46.09989262295615,-263.91040808827177,-433.01909431600524,-119.71583247459417,255.35425919659164,53.20992370346285
88.71435375844645,267.66866349237563,-66.36266192194967,272.19200771832334,439.5134000355869,366.8017367652288,404.61338269203134,16.500337917085183,-36.80316857013109,517.6220693191141
208.90559095711896,-385.60734043866694,200.93708547703108,139.48199161528834,192.7114208659844,4.951471347301544,678.6401105745824,329.73589535952186,-185.16309953301953,-53.46199288216536
263.21367101989057,160.98722788776058,45.14245618055074,74.22744294673267,94.44253026144655,-20.365059244714175,-226.6271743691481,404.9541486562398,586.3352080666789,-61.89529795480044
-203.42481681016997,-164.20648305293855,-332.53190131894246,-497.6053059706588,-222.94093191859375,288.1417523277992,-223.1735145222437,-243.43274430771766,-259.29532601347023,-313.2330133821674
-421.1896041439167,-348.57856359509873,-83.53969625788163,-27.5421742820831,-256.7182512106385,-507.6167409682692,36.05900321116226,-276.5055098225472,-562.399226363251,49.970462228336665
316.4914960331974,-28.624680167336436,10.141276956104429,-0.48994307324325476,130.39376517323421,57.27373603693048,-128.0489493013564,-351.78668354029116,466.8942254700722,-239.5777605669821
-226.406466831167,309.6535924607772,28.6983911887175,157.443967078529,8.312585002580349,305.9528108356698,391.15508893660586,71.71768407575675,-225.85819825624492,296.2321081499272
88.13124807994653,264.4736926614272,99.47707987427836,-190.42714284104355,-25.93921965243251,-281.7631399110314,-394.4509692335603,172.7358894952388,-136.04440831733072,74.68379419879457
-26.844321015670875,45.14690227140288,-114.18286266272575,64.00377131510098,87.30532565008868,222.75975527054982,-13.3316383576627,-93.03605310588314,263.01390520430533,213.03787415686358
